State,District,Block/Tehsil,Village,No. of Surface lift Schemes according to the annual cost of maintenance - Upto Rs. 1000,No. of Surface lift Schemes according to the annual cost of maintenance - Rs.1000 to 10000 ,No. of Surface lift Schemes according to the annual cost of maintenance - Rs.10000 to 50000,No. of Surface lift Schemes according to the annual cost of maintenance - Rs.50000 to 100000,No. of Surface lift Schemes according to the annual cost of maintenance - More than Rs. 100000
ODISHA,Balangir,TITILAGARH,PARASARA,2,0,0,0,0
ODISHA,Balangir,TITILAGARH,PATHARLA,1,0,0,0,0
ODISHA,Balangir,TITILAGARH,RIGDOL,0,0,1,0,0
ODISHA,Balangir,TITILAGARH,SALEBHATA,0,1,0,0,0
ODISHA,Balangir,TITILAGARH,SARGURAMUNDA,0,0,2,0,0
ODISHA,Balangir,TITILAGARH,SILEIKELA,2,1,0,0,0
ODISHA,Balangir,TITILAGARH,SILUA,0,0,1,0,0
ODISHA,Balangir,TITILAGARH,SINAPALI,2,0,0,0,0
ODISHA,Balangir,TITILAGARH,TARASINGA,0,1,1,0,0
ODISHA,Balangir,TITILAGARH,THUBURING,0,1,1,0,0
ODISHA,Balangir,TITILAGARH,TIMANBHADI,0,1,0,0,0
ODISHA,Balangir,TITILAGARH,TURUKABHATA,1,1,0,0,0
ODISHA,Balangir,TUREIKELA,BHALUKANA,1,0,0,0,0
ODISHA,Balangir,TUREIKELA,CHARAPATI,2,0,0,0,0
ODISHA,Balangir,TUREIKELA,CHAULASUKHA,2,0,0,0,0
ODISHA,Balangir,TUREIKELA,DHOLAMANDAL,1,0,0,0,0
ODISHA,Balangir,TUREIKELA,GAILAMAL,2,0,0,0,0
ODISHA,Balangir,TUREIKELA,GURJIBHATA,1,0,0,0,0
ODISHA,Balangir,TUREIKELA,JAMUTAJORI,1,0,0,0,0
ODISHA,Balangir,TUREIKELA,JHARANI,1,0,0,0,0
ODISHA,Balangir,TUREIKELA,KHAGASA,1,0,0,0,0
ODISHA,Balangir,TUREIKELA,KHARLI,1,0,0,0,0
ODISHA,Balangir,TUREIKELA,KUHIBAHAL,1,0,0,0,0
ODISHA,Balangir,TUREIKELA,MAGURJANGAL,1,0,0,0,0
ODISHA,Balangir,TUREIKELA,MAHULAPATI,2,0,0,0,0
ODISHA,Balangir,TUREIKELA,MAHULBAHALI,1,0,0,0,0
ODISHA,Balangir,TUREIKELA,NANDALA,1,0,0,0,0
ODISHA,Balangir,TUREIKELA,NUAPARA,1,0,0,0,0
ODISHA,Balangir,TUREIKELA,RAMODA,1,0,0,0,0
ODISHA,Balangir,TUREIKELA,RENGALI,1,0,0,0,0
ODISHA,Balangir,TUREIKELA,SALEMUDUNGA,3,0,0,0,0
ODISHA,Balangir,TUREIKELA,SAMARSINHA,1,0,0,0,0
ODISHA,Balangir,TUREIKELA,SANABANKI,2,1,0,0,0
ODISHA,Balangir,TUREIKELA,SEMELA,1,0,0,0,0
ODISHA,Balasore,BAHANAGA,MALANGA,0,1,0,0,0
ODISHA,Balasore,BALASORE,ANDARAI,5,0,0,0,0
ODISHA,Balasore,BALASORE,ANGULA,0,1,0,0,0
ODISHA,Balasore,BALASORE,BADAGOBARA,2,1,0,0,0
ODISHA,Balasore,BALASORE,BADAKHUA,1,0,0,0,0
ODISHA,Balasore,BALASORE,BAGADA,2,0,0,0,0
ODISHA,Balasore,BALASORE,BAHABALAPUR,3,0,0,0,0
ODISHA,Balasore,BALASORE,BAHARDA,3,0,0,0,0
ODISHA,Balasore,BALASORE,BAINCHA,1,0,0,0,0
ODISHA,Balasore,BALASORE,BAISHIBATIA,1,0,0,0,0
ODISHA,Balasore,BALASORE,BALIPALA,1,0,0,0,0
ODISHA,Balasore,BALASORE,BHADRASIA,1,0,0,0,0
ODISHA,Balasore,BALASORE,BHAGIRATHIPUR,0,1,0,0,0
ODISHA,Balasore,BALASORE,BUANLA,1,0,0,0,0
ODISHA,Balasore,BALASORE,CHHANUA,2,0,0,0,0
ODISHA,Balasore,BALASORE,DHUSULI,1,0,0,0,0
ODISHA,Balasore,BALASORE,DIGADA,2,0,0,0,0
ODISHA,Balasore,BALASORE,DOBARAI,0,1,0,0,0
ODISHA,Balasore,BALASORE,DOMUHANIPATANA,0,1,0,0,0
ODISHA,Balasore,BALASORE,DUMURIA,1,0,0,0,0
ODISHA,Balasore,BALASORE,GHODAPADA,1,0,0,0,0
ODISHA,Balasore,BALASORE,GOBINDAPUR,1,0,0,0,0
ODISHA,Balasore,BALASORE,GOHIPIR,0,2,0,0,0
ODISHA,Balasore,BALASORE,GOPINATHAPUR,8,0,0,0,0
ODISHA,Balasore,BALASORE,GUDUDA,0,1,0,0,0
ODISHA,Balasore,BALASORE,HASANPUR,1,0,0,0,0
ODISHA,Balasore,BALASORE,JAGANNATHPUR,3,0,0,0,0
ODISHA,Balasore,BALASORE,JHINKIRIA,0,1,0,0,0
ODISHA,Balasore,BALASORE,JUNAGADIA,1,0,0,0,0
ODISHA,Balasore,BALASORE,KANTABANIA,0,1,0,0,0
ODISHA,Balasore,BALASORE,KATHAPALA,1,0,0,0,0
ODISHA,Balasore,BALASORE,KAYANKADALA,1,0,0,0,0
ODISHA,Balasore,BALASORE,KINUMOHANTYPATANA,0,1,0,0,0
ODISHA,Balasore,BALASORE,KUDIA,0,0,2,0,0
ODISHA,Balasore,BALASORE,KUSHADIHA,1,0,0,0,0
ODISHA,Balasore,BALASORE,MADHUSUDANPUR,0,0,1,0,0
ODISHA,Balasore,BALASORE,MAHAPADA,0,1,0,0,0
ODISHA,Balasore,BALASORE,MALIPUR,0,0,1,0,0
ODISHA,Balasore,BALASORE,MANIKULA,1,0,0,0,0
ODISHA,Balasore,BALASORE,MAUDA,1,0,0,0,0
ODISHA,Balasore,BALASORE,MIRJAPUR,1,0,0,0,0
ODISHA,Balasore,BALASORE,MUNDIDEULA,5,0,0,0,0
ODISHA,Balasore,BALASORE,NAGRAM,0,1,0,0,0
ODISHA,Balasore,BALASORE,NALAKULI,1,0,0,0,0
ODISHA,Balasore,BALASORE,NALAPUR,1,0,0,0,0
ODISHA,Balasore,BALASORE,NILADA,12,0,0,0,0
ODISHA,Balasore,BALASORE,NUAGAON,5,0,0,0,0
ODISHA,Balasore,BALASORE,NUAPADA,0,0,1,0,0
ODISHA,Balasore,BALASORE,NUAPUR,1,0,0,0,0
ODISHA,Balasore,BALASORE,PALASIA,0,1,0,0,0
ODISHA,Balasore,BALASORE,PARIKHI,3,0,0,0,0
ODISHA,Balasore,BALASORE,PATHARAPADA,1,0,0,0,0
ODISHA,Balasore,BALASORE,PODADIHA,0,1,0,0,0
ODISHA,Balasore,BALASORE,POTAGAON,0,1,0,0,0
ODISHA,Balasore,BALASORE,RAGHABAPUR,1,0,0,0,0
ODISHA,Balasore,BALASORE,RANASAHI,1,0,0,0,0
ODISHA,Balasore,BALASORE,SAHARDA,0,1,0,0,0
ODISHA,Balasore,BALASORE,SANAGOBARA,1,0,0,0,0
ODISHA,Balasore,BALASORE,SILADA,1,0,0,0,0
ODISHA,Balasore,BALASORE,TALASINGHPUR,1,0,0,0,0
ODISHA,Balasore,BALASORE,TIAKHIA,3,0,0,0,0
ODISHA,Balasore,BALASORE,TOTAPAL,0,0,0,1,0
ODISHA,Balasore,BALIAPAL,BHADUPUR,0,1,0,0,0
ODISHA,Balasore,BALIAPAL,CHAKANATIPUR,3,0,0,0,0
ODISHA,Balasore,BALIAPAL,GUAPADA,0,1,0,0,0
ODISHA,Balasore,BALIAPAL,JAMUKUNDA,0,1,0,0,0
ODISHA,Balasore,BALIAPAL,PANCHUPALI,0,1,0,0,0
ODISHA,Balasore,BASTA,BAHARAMRAMHOTTARA,0,1,0,0,0
ODISHA,Balasore,BASTA,BANIAMARI,0,1,0,0,0
ODISHA,Balasore,BASTA,BARIDA,0,1,1,0,0
ODISHA,Balasore,BASTA,BEGUNIA,0,1,0,0,0
ODISHA,Balasore,BASTA,GARIPUR,0,1,0,0,0
ODISHA,Balasore,BASTA,GOSEINPATNA,0,5,0,0,0
ODISHA,Balasore,BASTA,JAGANNATHPUR,0,1,0,0,0
ODISHA,Balasore,BASTA,JUNABELADA,0,3,0,0,0
ODISHA,Balasore,BASTA,KUDIA,2,0,0,0,0
ODISHA,Balasore,BASTA,KULADIHA,0,0,1,0,0
ODISHA,Balasore,BASTA,KUSHADIHA,1,0,0,0,0
ODISHA,Balasore,BASTA,MATHANI,1,1,0,0,0
ODISHA,Balasore,BASTA,MUKUNDAPUR,1,0,0,0,0
ODISHA,Balasore,BASTA,PEGARPADA,0,2,0,0,0
ODISHA,Balasore,BASTA,RAMACHAK,0,7,0,0,0
ODISHA,Balasore,BASTA,TALATAPANDA,0,0,1,0,0
ODISHA,Balasore,BASTA,TENTULIA,1,0,0,0,0
ODISHA,Balasore,BHOGRAI,ALARABINDHA,0,0,4,0,0
ODISHA,Balasore,BHOGRAI,ANDHIA,0,0,1,0,0
ODISHA,Balasore,BHOGRAI,ARUHABRUTTI-1,0,2,0,0,0
ODISHA,Balasore,BHOGRAI,ARUHABRUTTI-2,0,0,1,0,0
ODISHA,Balasore,BHOGRAI,ATANGAPANTEI,0,0,3,0,0
ODISHA,Balasore,BHOGRAI,BARABATIA,0,2,3,0,0
ODISHA,Balasore,BHOGRAI,BARTANA,0,0,3,0,0
ODISHA,Balasore,BHOGRAI,BATAGRAM,6,6,0,0,0
ODISHA,Balasore,BHOGRAI,BHOGRAI,0,0,7,0,0
ODISHA,Balasore,BHOGRAI,KHALABADIA,0,0,2,0,0
ODISHA,Balasore,BHOGRAI,KHARIDACHAK,0,0,4,0,0
ODISHA,Balasore,BHOGRAI,KOLHA,0,4,1,0,0
ODISHA,Balasore,BHOGRAI,KUMBHIRAGADI,0,4,0,0,0
ODISHA,Balasore,BHOGRAI,KUSHALESWARA,0,0,3,0,0
ODISHA,Balasore,BHOGRAI,MAHAMMADRAJPUR,0,0,1,0,0
ODISHA,Balasore,BHOGRAI,MAHESHPUR,0,0,1,0,0
ODISHA,Balasore,BHOGRAI,MAKARPUR,0,0,1,0,0
ODISHA,Balasore,BHOGRAI,NAYABALI,0,0,2,0,0
ODISHA,Balasore,BHOGRAI,PARULIA,0,0,2,0,0
ODISHA,Balasore,BHOGRAI,RAIPUR,0,0,1,0,0
ODISHA,Balasore,BHOGRAI,ULUDA,0,2,1,0,0
ODISHA,Balasore,JALESWAR,BEGUNIA,0,1,2,0,0
ODISHA,Balasore,JALESWAR,BEHERASAHI,1,0,0,0,0
ODISHA,Balasore,JALESWAR,BHADUA,0,1,0,0,0
ODISHA,Balasore,JALESWAR,CHHOTAKALAMA,1,0,0,0,0
ODISHA,Balasore,JALESWAR,KHUAD,0,0,1,0,0
ODISHA,Balasore,JALESWAR,KHUDIA MAJHISAHI,0,1,0,0,0
ODISHA,Balasore,JALESWAR,KUNDALICHAK,0,1,0,0,0
ODISHA,Balasore,JALESWAR,MADHAPUR,0,1,0,0,0
ODISHA,Balasore,JALESWAR,MAHULIA,0,0,1,0,0
ODISHA,Balasore,JALESWAR,MUNATUNIA,1,0,0,0,0
ODISHA,Balasore,JALESWAR,SRIRAMPUR,0,1,0,0,0
ODISHA,Balasore,KHAIRA,BAGADIHA,0,1,0,0,0
ODISHA,Balasore,KHAIRA,BAGEIPUR,1,0,0,0,0
ODISHA,Balasore,KHAIRA,BHASKARPUR,1,0,0,0,0
ODISHA,Balasore,KHAIRA,BHODEISULA,1,0,0,0,0
ODISHA,Balasore,KHAIRA,DHALIGADIA,0,3,0,0,0
ODISHA,Balasore,KHAIRA,DHATRIGADIA,0,1,0,0,0
ODISHA,Balasore,KHAIRA,GAMBHARIA,2,2,0,0,0
ODISHA,Balasore,KHAIRA,GANDHALI,0,1,0,0,0
ODISHA,Balasore,KHAIRA,HATIMUNDA,1,0,0,0,0
ODISHA,Balasore,KHAIRA,JALANGAGANDABEDA,0,1,0,0,0
ODISHA,Balasore,KHAIRA,JHINKIRIA,0,1,0,0,0
ODISHA,Balasore,KHAIRA,KHAJIRA,0,2,0,0,0
ODISHA,Balasore,KHAIRA,KUMARMAUDA,0,1,0,0,0
ODISHA,Balasore,KHAIRA,MAUJAMPUR,1,0,0,0,0
ODISHA,Balasore,KHAIRA,NACHHIPUR,1,0,0,0,0
ODISHA,Balasore,KHAIRA,NIJAOURASHA,1,0,0,0,0
ODISHA,Balasore,KHAIRA,NIMAPALI,0,0,1,0,0
ODISHA,Balasore,KHAIRA,NUAGAONBADA,3,0,0,0,0
ODISHA,Balasore,KHAIRA,PANKAPALA,0,1,0,0,0
ODISHA,Balasore,KHAIRA,SAMASARAPUR,1,0,0,0,0
ODISHA,Balasore,KHAIRA,SANAKUMARI,3,0,0,0,0
ODISHA,Balasore,KHAIRA,SARUKONA,1,0,0,0,0
ODISHA,Balasore,KHAIRA,SUNDERPUR,0,1,0,0,0
ODISHA,Balasore,KHAIRA,SURYAPUR,0,1,0,0,0
ODISHA,Balasore,KHAIRA,TILADA,2,0,0,0,0
ODISHA,Balasore,NILAGIRI,ANALAPALA,1,0,0,0,0
ODISHA,Balasore,NILAGIRI,BAICHANARANPUR,3,0,0,0,0
ODISHA,Balasore,NILAGIRI,BAURIORA,1,0,0,0,0
ODISHA,Balasore,NILAGIRI,BEGUNIA,0,2,0,0,0
ODISHA,Balasore,NILAGIRI,CHULIAKANDA,0,1,0,0,0
ODISHA,Balasore,NILAGIRI,KADUANI,0,2,0,0,0
ODISHA,Balasore,NILAGIRI,KARANJIA,1,0,0,0,0
ODISHA,Balasore,NILAGIRI,KATHAPALA,1,0,0,0,0
ODISHA,Balasore,NILAGIRI,KHARADIHA,1,3,0,0,0
ODISHA,Balasore,NILAGIRI,KHASAPADIA,1,1,0,0,0
ODISHA,Balasore,NILAGIRI,KOLHAPALA,1,0,0,0,0
ODISHA,Balasore,NILAGIRI,KUANRABHAUDIA,0,1,0,0,0
ODISHA,Balasore,NILAGIRI,MAHINSHAPATA,1,0,0,0,0
ODISHA,Balasore,NILAGIRI,MATIALA,0,3,0,0,0
ODISHA,Balasore,NILAGIRI,NADUAPALA,1,0,0,0,0
ODISHA,Balasore,NILAGIRI,NAICHHATAPUR,0,1,0,0,0
ODISHA,Balasore,NILAGIRI,NAUPALA(NUAPALA),1,0,0,0,0
ODISHA,Balasore,NILAGIRI,NUAGAONBADA,0,1,0,0,0
ODISHA,Balasore,NILAGIRI,PATANA,0,1,0,0,0
ODISHA,Balasore,NILAGIRI,PURUNAGAON,1,0,0,0,0
ODISHA,Balasore,NILAGIRI,RAIPALA,0,1,0,0,0
ODISHA,Balasore,NILAGIRI,RAMACHANDRAPUR,0,2,0,0,0
ODISHA,Balasore,NILAGIRI,SAJANAGADA,2,0,0,0,0
ODISHA,Balasore,NILAGIRI,SANATOKIPADA,1,0,0,0,0
ODISHA,Balasore,NILAGIRI,TOKIPADABADA,1,0,0,0,0
ODISHA,Balasore,NILAGIRI,TOTAPADA,0,2,0,0,0
ODISHA,Balasore,NILAGIRI,UPERDIHA,1,0,0,0,0
ODISHA,Balasore,OUPADA,ATASAHI,1,0,0,0,0
ODISHA,Balasore,OUPADA,BALIORA,0,1,0,0,0
ODISHA,Balasore,OUPADA,BHARADABATI,1,0,0,0,0
ODISHA,Balasore,OUPADA,BIJERAMACHANDRAPUR,1,0,0,0,0
ODISHA,Balasore,OUPADA,DAKHINANARASINGHPUR,1,0,0,0,0
ODISHA,Balasore,OUPADA,DHOLAPUR,1,0,0,0,0
ODISHA,Balasore,OUPADA,DIMIRICHUA,1,0,0,0,0
ODISHA,Balasore,OUPADA,DIMPURA,1,0,0,0,0
ODISHA,Balasore,OUPADA,GADASAHI,1,0,0,0,0
ODISHA,Balasore,OUPADA,GANGAPURA,0,1,0,0,0
ODISHA,Balasore,OUPADA,GOBINDAPUR,0,1,0,0,0
ODISHA,Balasore,OUPADA,GODADIHA,0,1,0,0,0
ODISHA,Balasore,OUPADA,JODAGADIA,0,1,0,0,0
ODISHA,Balasore,OUPADA,KALAJHATIA,0,1,0,0,0
ODISHA,Balasore,OUPADA,KHUNTADIHAPATNA,1,0,0,0,0
ODISHA,Balasore,OUPADA,KOLIGADI,1,0,0,0,0
ODISHA,Balasore,OUPADA,MAHINSADALI,1,0,0,0,0
ODISHA,Balasore,OUPADA,MANAGADA,0,1,0,0,0
ODISHA,Balasore,OUPADA,MUKUNDAPUR,1,0,0,0,0
ODISHA,Balasore,OUPADA,OLADANGA,0,1,0,0,0
ODISHA,Balasore,OUPADA,PAIKPADA,2,0,0,0,0
ODISHA,Balasore,OUPADA,PARAMANANDAPUR,1,0,0,0,0
ODISHA,Balasore,OUPADA,PATANAPADA,1,0,0,0,0
ODISHA,Balasore,OUPADA,PODAPATANA,1,0,0,0,0
ODISHA,Balasore,OUPADA,PRATAPAPUR,0,1,0,0,0
ODISHA,Balasore,OUPADA,PUBAGADIA,0,1,0,0,0
ODISHA,Balasore,OUPADA,RAJANAGAR,1,0,0,0,0
ODISHA,Balasore,OUPADA,RANGAMATIA,0,2,0,0,0
ODISHA,Balasore,OUPADA,RAYRAMACHANDRAPUR,1,0,0,0,0
ODISHA,Balasore,OUPADA,RODANPUR,1,0,0,0,0
ODISHA,Balasore,OUPADA,SIKIDIA,1,0,0,0,0
ODISHA,Balasore,OUPADA,SRIDEIPUR,1,0,0,0,0
ODISHA,Balasore,OUPADA,TELIAPADA,0,1,0,0,0
ODISHA,Balasore,OUPADA,TOTASAHI,1,0,0,0,0
ODISHA,Balasore,REMUNA,BHADRASIA,0,2,0,0,0
ODISHA,Balasore,REMUNA,DAHAPADA,1,0,0,0,0
ODISHA,Balasore,REMUNA,DARAKULI,1,2,0,0,0
ODISHA,Balasore,REMUNA,GANDARADA,2,1,0,0,0
ODISHA,Balasore,REMUNA,GOPALPUR,1,2,0,0,0
ODISHA,Balasore,REMUNA,GUDUDA,0,3,0,0,0
ODISHA,Balasore,REMUNA,KASIMILA,4,1,1,0,0
ODISHA,Balasore,REMUNA,MANDARPUR,2,0,0,0,0
ODISHA,Balasore,REMUNA,MOHANTYPADA,0,5,0,0,0
ODISHA,Balasore,REMUNA,RABANESWARA,0,0,1,0,0
ODISHA,Balasore,REMUNA,RUDRAGOPALPUR,1,0,0,0,0
ODISHA,Balasore,REMUNA,SHAMAKANA,0,1,0,0,0
ODISHA,Balasore,REMUNA,SHASANABADA,3,1,0,0,0
ODISHA,Balasore,REMUNA,SIRAKOILI,1,0,0,0,0
ODISHA,Balasore,REMUNA,UDAYAPUR,1,0,0,0,0
ODISHA,Balasore,SIMULIA,ANANDAPUR,0,2,0,0,0
ODISHA,Balasore,SIMULIA,ANKULA,1,0,0,0,1
ODISHA,Balasore,SIMULIA,BANKAPATANA,1,0,0,0,0
ODISHA,Balasore,SIMULIA,DIANPURUSHOTTAMPUR,1,0,0,0,0
ODISHA,Balasore,SIMULIA,HARISINGHPUR,1,0,0,0,0
ODISHA,Balasore,SIMULIA,KABIRPUR,1,0,0,0,0
ODISHA,Balasore,SIMULIA,KANHEIBINDHA,2,0,0,0,0
ODISHA,Balasore,SIMULIA,NISCHINTA,1,0,0,0,0
ODISHA,Balasore,SORO,ATAPUR,0,1,0,0,0
ODISHA,Balasore,SORO,BALARAMAPUR,1,0,0,0,0
ODISHA,Balasore,SORO,BANASIA,1,0,0,0,0
ODISHA,Balasore,SORO,BIRIPADA,6,0,1,0,0
ODISHA,Balasore,SORO,BRAMHANASABIRA,2,0,0,0,0
ODISHA,Balasore,SORO,SHOLAGAON,0,4,0,0,0
ODISHA,Balasore,SORO,TENTEI,0,2,0,0,0
ODISHA,Bargarh,AMBABHANA,AMBABHANA,1,0,0,0,0
ODISHA,Bargarh,AMBABHANA,ANTARADI,3,0,0,0,0
ODISHA,Bargarh,AMBABHANA,BADADARH,1,0,0,0,0
ODISHA,Bargarh,AMBABHANA,BAIGAPALI,1,0,0,0,0
ODISHA,Bargarh,AMBABHANA,BARANGAKOT,3,0,0,0,0
ODISHA,Bargarh,AMBABHANA,BEHERAPALI,1,0,0,0,0
ODISHA,Bargarh,AMBABHANA,BENIAPALI,2,0,0,0,0
ODISHA,Bargarh,AMBABHANA,BHUKTA,6,6,0,0,0
ODISHA,Bargarh,AMBABHANA,BICHHANA,1,0,0,0,0
ODISHA,Bargarh,AMBABHANA,BILAIGARH,1,0,0,0,0
ODISHA,Bargarh,AMBABHANA,BUDHIPALI,1,0,0,0,0
ODISHA,Bargarh,AMBABHANA,BUGBUGI,1,0,0,0,0
ODISHA,Bargarh,AMBABHANA,CHAL,1,0,0,0,0
ODISHA,Bargarh,AMBABHANA,CHIKHILI,2,0,0,0,0
ODISHA,Bargarh,AMBABHANA,DARLIPALI,1,0,0,0,0
ODISHA,Bargarh,AMBABHANA,DUARI,1,0,0,0,0
ODISHA,Bargarh,AMBABHANA,DUNGIPALI,6,0,0,0,0
ODISHA,Bargarh,AMBABHANA,GANGEI,0,4,0,0,0
ODISHA,Bargarh,AMBABHANA,GANTHIAPALI,3,0,0,0,0
ODISHA,Bargarh,AMBABHANA,GHUGURAPALI,3,0,0,0,0
ODISHA,Bargarh,AMBABHANA,JHARAPALI,1,0,0,0,0
ODISHA,Bargarh,AMBABHANA,KANDAIPALI,7,1,0,0,0
ODISHA,Bargarh,AMBABHANA,KANTHAPALI,1,0,0,0,0
ODISHA,Bargarh,AMBABHANA,KAPASIRA,2,0,0,0,0
ODISHA,Bargarh,AMBABHANA,KENDUJHARAN,1,0,0,0,0
ODISHA,Bargarh,AMBABHANA,KHANDA (KHOLA),0,1,0,0,0
ODISHA,Bargarh,AMBABHANA,KHIJUPALI,2,0,0,0,0
ODISHA,Bargarh,AMBABHANA,KUSUMUDA,1,0,0,0,0
ODISHA,Bargarh,AMBABHANA,KUTURAPALI,1,0,0,0,0
ODISHA,Bargarh,AMBABHANA,LAMBIPALI,1,0,0,0,0
ODISHA,Bargarh,AMBABHANA,MUNDABAHAL,1,0,0,0,0
ODISHA,Bargarh,AMBABHANA,RAMAKHOL,2,0,0,0,0
ODISHA,Bargarh,AMBABHANA,RUCHIDA,2,0,0,0,0
ODISHA,Bargarh,AMBABHANA,SANASARAIPALI,1,0,0,0,0
ODISHA,Bargarh,ATABIRA,AMASTALA,0,2,0,0,0
ODISHA,Bargarh,ATABIRA,AMLIPALI,0,3,0,0,0
ODISHA,Bargarh,ATABIRA,BARAGAD,0,1,0,0,0
ODISHA,Bargarh,ATABIRA,BUGBUGA,0,2,0,0,0
ODISHA,Bargarh,ATABIRA,DULAMPUR,0,5,0,0,0
ODISHA,Bargarh,ATABIRA,GAMBHARIPALI,0,1,0,0,0
ODISHA,Bargarh,ATABIRA,HIRLIPALI,0,3,0,0,0
ODISHA,Bargarh,ATABIRA,JHILAMENDA,0,1,0,0,0
ODISHA,Bargarh,ATABIRA,JUJUGAON,0,2,0,0,0
ODISHA,Bargarh,ATABIRA,KALANPALI,0,1,0,0,0
ODISHA,Bargarh,ATABIRA,KANTALA,0,1,0,0,0
ODISHA,Bargarh,ATABIRA,KHARAMUNDA,0,3,0,0,0
ODISHA,Bargarh,ATABIRA,KUKETIRA,0,13,0,0,0
ODISHA,Bargarh,ATABIRA,KULUTATUKURA,2,0,0,0,0
ODISHA,Bargarh,ATABIRA,LACHIDA,1,10,0,0,0
ODISHA,Bargarh,ATABIRA,LAHANDA,0,1,0,0,0
ODISHA,Bargarh,ATABIRA,LARASARA,0,1,0,0,0
ODISHA,Bargarh,ATABIRA,NAIKENPALI,0,1,0,0,0
ODISHA,Bargarh,ATABIRA,NUAPADA,0,4,0,0,0
ODISHA,Bargarh,ATABIRA,PAHADASRIGIDA,0,3,0,1,0
ODISHA,Bargarh,ATABIRA,PARAMANAPUR,1,3,0,0,0
ODISHA,Bargarh,ATABIRA,SARANDA,10,0,0,0,0
ODISHA,Bargarh,ATABIRA,SINGAPALI,0,2,0,0,0
ODISHA,Bargarh,ATABIRA,SURANA,0,1,0,0,0
ODISHA,Bargarh,ATABIRA,TAMPERSARA,0,4,0,0,0
ODISHA,Bargarh,ATABIRA,TANGERPALI,1,8,0,0,0
ODISHA,Bargarh,ATABIRA,TOPA,0,5,0,0,0
ODISHA,Bargarh,ATABIRA,TOPAPARA,0,5,0,0,0
ODISHA,Bargarh,BARAPALI,AINLAPALI,4,0,0,0,0
ODISHA,Bargarh,BARAPALI,BADAGAON,1,1,0,0,0
ODISHA,Bargarh,BARAPALI,BANDHAPALI,0,5,0,0,0
ODISHA,Bargarh,BARAPALI,BARANGPALI,0,2,0,0,0
ODISHA,Bargarh,BARAPALI,BISIPALI,0,2,0,0,0
ODISHA,Bargarh,BARAPALI,BURAKELA,3,1,0,0,0
ODISHA,Bargarh,BARAPALI,DALEIPALI,1,1,0,0,0
ODISHA,Bargarh,BARAPALI,DHOBAPALI,0,1,0,0,0
ODISHA,Bargarh,BARAPALI,GRINDILA,0,7,0,0,0
ODISHA,Bargarh,BARAPALI,HALADIPALI,0,1,0,0,0
ODISHA,Bargarh,BARAPALI,JULAT,0,1,0,0,0
ODISHA,Bargarh,BARAPALI,JUNABRAHMANI,0,1,0,0,0
ODISHA,Bargarh,BARAPALI,KAINSIRA,0,1,0,0,0
ODISHA,Bargarh,BARAPALI,KATAPALI,2,0,0,0,0
ODISHA,Bargarh,BARAPALI,KHEMSARA,0,5,0,0,0
ODISHA,Bargarh,BARAPALI,KUMBHARI,0,6,0,0,0
ODISHA,Bargarh,BARAPALI,KUSANPURI,0,2,0,0,0
ODISHA,Bargarh,BARAPALI,LATAKERA,11,0,0,0,0
ODISHA,Bargarh,BARAPALI,LENDA,0,2,0,0,0
ODISHA,Bargarh,BARAPALI,MAHADA,0,4,0,0,0
ODISHA,Bargarh,BARAPALI,MAHULAPALI,0,1,0,0,0
ODISHA,Bargarh,BARAPALI,PADHANAPALI,5,1,0,0,0
ODISHA,Bargarh,BARAPALI,PATAKULUNDA,0,2,0,0,0
ODISHA,Bargarh,BARAPALI,REMATA,0,1,0,0,0
ODISHA,Bargarh,BARAPALI,RETAMUNDA,0,1,0,0,0
ODISHA,Bargarh,BARAPALI,ROXA,0,1,0,0,0
ODISHA,Bargarh,BARAPALI,SARADHAPALI,0,1,0,0,0
ODISHA,Bargarh,BARAPALI,SARANDAPALI,0,1,0,0,0
ODISHA,Bargarh,BARAPALI,SATALMA,0,1,0,0,0
ODISHA,Bargarh,BARAPALI,SUJIA,0,2,0,0,0
ODISHA,Bargarh,BARAPALI,TINGIPALI,1,0,0,0,0
ODISHA,Bargarh,BARGARH,ADAGAON,24,6,1,0,0
ODISHA,Bargarh,BARGARH,AMSADHA,6,1,0,0,0
ODISHA,Bargarh,BARGARH,BAGAIBIRA,8,2,0,0,0
ODISHA,Bargarh,BARGARH,BAGDIHI,5,0,0,0,0
ODISHA,Bargarh,BARGARH,BALIGORI,9,10,0,0,0
ODISHA,Bargarh,BARGARH,BANABASAPALI,3,0,0,0,0
ODISHA,Bargarh,BARGARH,BANDANBAHAL,2,1,0,0,0
ODISHA,Bargarh,BARGARH,BARAHAGUDA,5,1,0,0,0
ODISHA,Bargarh,BARGARH,BAUSENPALI,3,0,0,0,0
ODISHA,Bargarh,BARGARH,BEHERA,25,3,0,0,0
ODISHA,Bargarh,BARGARH,BONDA,10,8,1,0,0
ODISHA,Bargarh,BARGARH,CHANDIPALI,9,0,0,0,0
ODISHA,Bargarh,BARGARH,DANGA,2,2,0,0,0
ODISHA,Bargarh,BARGARH,DEGAON,11,0,0,0,0
ODISHA,Bargarh,BARGARH,DHAMANAMUNDA,13,0,0,0,0
ODISHA,Bargarh,BARGARH,DHAURAKHANDA,3,0,0,0,0
ODISHA,Bargarh,BARGARH,DUMBERPALI,5,0,0,0,0
ODISHA,Bargarh,BARGARH,GAISAMA,7,4,0,0,0
